#           k/h    P           
    0.10000E-03    0.39926E+03
    0.10202E-03    0.40704E+03
    0.10408E-03    0.41498E+03
    0.10618E-03    0.42307E+03
    0.10833E-03    0.43132E+03
    0.11052E-03    0.43973E+03
    0.11275E-03    0.44830E+03
    0.11503E-03    0.45704E+03
    0.11735E-03    0.46595E+03
    0.11972E-03    0.47504E+03
    0.12214E-03    0.48430E+03
    0.12461E-03    0.49374E+03
    0.12712E-03    0.50336E+03
    0.12969E-03    0.51317E+03
    0.13231E-03    0.52318E+03
    0.13499E-03    0.53337E+03
    0.13771E-03    0.54377E+03
    0.14049E-03    0.55437E+03
    0.14333E-03    0.56517E+03
    0.14623E-03    0.57619E+03
    0.14918E-03    0.58742E+03
    0.15220E-03    0.59887E+03
    0.15527E-03    0.61054E+03
    0.15841E-03    0.62243E+03
    0.16161E-03    0.63456E+03
    0.16487E-03    0.64692E+03
    0.16820E-03    0.65953E+03
    0.17160E-03    0.67238E+03
    0.17507E-03    0.68548E+03
    0.17860E-03    0.69883E+03
    0.18221E-03    0.71244E+03
    0.18589E-03    0.72632E+03
    0.18965E-03    0.74047E+03
    0.19348E-03    0.75489E+03
    0.19739E-03    0.76959E+03
    0.20138E-03    0.78457E+03
    0.20544E-03    0.79985E+03
    0.20959E-03    0.81542E+03
    0.21383E-03    0.83130E+03
    0.21815E-03    0.84748E+03
    0.22255E-03    0.86398E+03
    0.22705E-03    0.88079E+03
    0.23164E-03    0.89794E+03
    0.23632E-03    0.91541E+03
    0.24109E-03    0.93322E+03
    0.24596E-03    0.95138E+03
    0.25093E-03    0.96989E+03
    0.25600E-03    0.98875E+03
    0.26117E-03    0.10080E+04
    0.26645E-03    0.10276E+04
    0.27183E-03    0.10476E+04
    0.27732E-03    0.10679E+04
    0.28292E-03    0.10887E+04
    0.28864E-03    0.11099E+04
    0.29447E-03    0.11314E+04
    0.30042E-03    0.11534E+04
    0.30649E-03    0.11758E+04
    0.31268E-03    0.11987E+04
    0.31899E-03    0.12219E+04
    0.32544E-03    0.12457E+04
    0.33201E-03    0.12699E+04
    0.33872E-03    0.12945E+04
    0.34556E-03    0.13196E+04
    0.35254E-03    0.13452E+04
    0.35966E-03    0.13713E+04
    0.36693E-03    0.13979E+04
    0.37434E-03    0.14251E+04
    0.38190E-03    0.14527E+04
    0.38962E-03    0.14808E+04
    0.39749E-03    0.15095E+04
    0.40552E-03    0.15388E+04
    0.41371E-03    0.15686E+04
    0.42207E-03    0.15990E+04
