#    L    TxT            TxE            TxP            ExT            ExE            ExP            PxT            PxE            PxP         
   616    0.20542E+04    0.23982E+02    0.16265E-07    0.23982E+02    0.26062E+02   -0.14828E-08    0.16265E-07   -0.14828E-08    0.26636E-13
   617    0.20453E+04    0.23153E+02    0.16319E-07    0.23153E+02    0.26373E+02   -0.14958E-08    0.16319E-07   -0.14958E-08    0.26475E-13
   618    0.20365E+04    0.22291E+02    0.16373E-07    0.22291E+02    0.26682E+02   -0.15087E-08    0.16373E-07   -0.15087E-08    0.26316E-13
   619    0.20276E+04    0.21399E+02    0.16428E-07    0.21399E+02    0.26991E+02   -0.15212E-08    0.16428E-07   -0.15212E-08    0.26157E-13
   620    0.20191E+04    0.20474E+02    0.16483E-07    0.20474E+02    0.27297E+02   -0.15335E-08    0.16483E-07   -0.15335E-08    0.26000E-13
   621    0.20104E+04    0.19519E+02    0.16537E-07    0.19519E+02    0.27602E+02   -0.15455E-08    0.16537E-07   -0.15455E-08    0.25844E-13
   622    0.20020E+04    0.18532E+02    0.16592E-07    0.18532E+02    0.27906E+02   -0.15572E-08    0.16592E-07   -0.15572E-08    0.25690E-13
   623    0.19937E+04    0.17516E+02    0.16646E-07    0.17516E+02    0.28206E+02   -0.15687E-08    0.16646E-07   -0.15687E-08    0.25536E-13
   624    0.19854E+04    0.16470E+02    0.16701E-07    0.16470E+02    0.28504E+02   -0.15799E-08    0.16701E-07   -0.15799E-08    0.25384E-13
   625    0.19772E+04    0.15393E+02    0.16755E-07    0.15393E+02    0.28801E+02   -0.15908E-08    0.16755E-07   -0.15908E-08    0.25232E-13
   626    0.19692E+04    0.14288E+02    0.16810E-07    0.14288E+02    0.29095E+02   -0.16015E-08    0.16810E-07   -0.16015E-08    0.25082E-13
   627    0.19614E+04    0.13154E+02    0.16864E-07    0.13154E+02    0.29387E+02   -0.16119E-08    0.16864E-07   -0.16119E-08    0.24933E-13
   628    0.19536E+04    0.11991E+02    0.16919E-07    0.11991E+02    0.29676E+02   -0.16220E-08    0.16919E-07   -0.16220E-08    0.24785E-13
   629    0.19460E+04    0.10801E+02    0.16973E-07    0.10801E+02    0.29962E+02   -0.16319E-08    0.16973E-07   -0.16319E-08    0.24638E-13
   630    0.19384E+04    0.95821E+01    0.17027E-07    0.95821E+01    0.30246E+02   -0.16415E-08    0.17027E-07   -0.16415E-08    0.24493E-13
   631    0.19310E+04    0.83379E+01    0.17081E-07    0.83379E+01    0.30526E+02   -0.16508E-08    0.17081E-07   -0.16508E-08    0.24348E-13
   632    0.19239E+04    0.70662E+01    0.17134E-07    0.70662E+01    0.30803E+02   -0.16599E-08    0.17134E-07   -0.16599E-08    0.24204E-13
   633    0.19167E+04    0.57693E+01    0.17188E-07    0.57693E+01    0.31078E+02   -0.16687E-08    0.17188E-07   -0.16687E-08    0.24062E-13
   634    0.19098E+04    0.44472E+01    0.17241E-07    0.44472E+01    0.31349E+02   -0.16773E-08    0.17241E-07   -0.16773E-08    0.23920E-13
   635    0.19031E+04    0.31004E+01    0.17294E-07    0.31004E+01    0.31617E+02   -0.16856E-08    0.17294E-07   -0.16856E-08    0.23780E-13
   636    0.18963E+04    0.17297E+01    0.17347E-07    0.17297E+01    0.31882E+02   -0.16937E-08    0.17347E-07   -0.16937E-08    0.23641E-13
   637    0.18899E+04    0.33445E+00    0.17399E-07    0.33445E+00    0.32142E+02   -0.17015E-08    0.17399E-07   -0.17015E-08    0.23502E-13
   638    0.18835E+04   -0.10830E+01    0.17451E-07   -0.10830E+01    0.32399E+02   -0.17090E-08    0.17451E-07   -0.17090E-08    0.23365E-13
   639    0.18774E+04   -0.25237E+01    0.17503E-07   -0.25237E+01    0.32652E+02   -0.17163E-08    0.17503E-07   -0.17163E-08    0.23229E-13
   640    0.18714E+04   -0.39858E+01    0.17555E-07   -0.39858E+01    0.32901E+02   -0.17233E-08    0.17555E-07   -0.17233E-08    0.23093E-13
   641    0.18656E+04   -0.54693E+01    0.17606E-07   -0.54693E+01    0.33147E+02   -0.17301E-08    0.17606E-07   -0.17301E-08    0.22959E-13
   642    0.18599E+04   -0.69734E+01    0.17657E-07   -0.69734E+01    0.33387E+02   -0.17366E-08    0.17657E-07   -0.17366E-08    0.22825E-13
   643    0.18544E+04   -0.84975E+01    0.17708E-07   -0.84975E+01    0.33625E+02   -0.17429E-08    0.17708E-07   -0.17429E-08    0.22693E-13
   644    0.18491E+04   -0.10041E+02    0.17758E-07   -0.10041E+02    0.33856E+02   -0.17489E-08    0.17758E-07   -0.17489E-08    0.22562E-13
   645    0.18440E+04   -0.11603E+02    0.17808E-07   -0.11603E+02    0.34084E+02   -0.17547E-08    0.17808E-07   -0.17547E-08    0.22431E-13
   646    0.18390E+04   -0.13184E+02    0.17857E-07   -0.13184E+02    0.34307E+02   -0.17602E-08    0.17857E-07   -0.17602E-08    0.22301E-13
   647    0.18343E+04   -0.14782E+02    0.17906E-07   -0.14782E+02    0.34525E+02   -0.17655E-08    0.17906E-07   -0.17655E-08    0.22173E-13
   648    0.18297E+04   -0.16396E+02    0.17954E-07   -0.16396E+02    0.34739E+02   -0.17705E-08    0.17954E-07   -0.17705E-08    0.22045E-13
   649    0.18253E+04   -0.18027E+02    0.18002E-07   -0.18027E+02    0.34947E+02   -0.17753E-08    0.18002E-07   -0.17753E-08    0.21918E-13
   650    0.18212E+04   -0.19673E+02    0.18049E-07   -0.19673E+02    0.35150E+02   -0.17798E-08    0.18049E-07   -0.17798E-08    0.21792E-13
   651    0.18171E+04   -0.21334E+02    0.18096E-07   -0.21334E+02    0.35350E+02   -0.17841E-08    0.18096E-07   -0.17841E-08    0.21667E-13
   652    0.18133E+04   -0.23009E+02    0.18143E-07   -0.23009E+02    0.35544E+02   -0.17882E-08    0.18143E-07   -0.17882E-08    0.21543E-13
   653    0.18098E+04   -0.24697E+02    0.18189E-07   -0.24697E+02    0.35731E+02   -0.17920E-08    0.18189E-07   -0.17920E-08    0.21420E-13
   654    0.18063E+04   -0.26396E+02    0.18234E-07   -0.26396E+02    0.35914E+02   -0.17956E-08    0.18234E-07   -0.17956E-08    0.21297E-13
   655    0.18030E+04   -0.28108E+02    0.18279E-07   -0.28108E+02    0.36092E+02   -0.17989E-08    0.18279E-07   -0.17989E-08    0.21176E-13
   656    0.18001E+04   -0.29831E+02    0.18323E-07   -0.29831E+02    0.36264E+02   -0.18020E-08    0.18323E-07   -0.18020E-08    0.21055E-13
   657    0.17973E+04   -0.31564E+02    0.18366E-07   -0.31564E+02    0.36431E+02   -0.18048E-08    0.18366E-07   -0.18048E-08    0.20935E-13
   658    0.17946E+04   -0.33307E+02    0.18409E-07   -0.33307E+02    0.36593E+02   -0.18075E-08    0.18409E-07   -0.18075E-08    0.20816E-13
   659    0.17922E+04   -0.35059E+02    0.18452E-07   -0.35059E+02    0.36748E+02   -0.18098E-08    0.18452E-07   -0.18098E-08    0.20698E-13
   660    0.17901E+04   -0.36818E+02    0.18494E-07   -0.36818E+02    0.36898E+02   -0.18120E-08    0.18494E-07   -0.18120E-08    0.20581E-13
   661    0.17881E+04   -0.38584E+02    0.18535E-07   -0.38584E+02    0.37042E+02   -0.18139E-08    0.18535E-07   -0.18139E-08    0.20464E-13
   662    0.17863E+04   -0.40358E+02    0.18576E-07   -0.40358E+02    0.37181E+02   -0.18156E-08    0.18576E-07   -0.18156E-08    0.20348E-13
   663    0.17847E+04   -0.42138E+02    0.18616E-07   -0.42138E+02    0.37314E+02   -0.18171E-08    0.18616E-07   -0.18171E-08    0.20234E-13
   664    0.17833E+04   -0.43922E+02    0.18656E-07   -0.43922E+02    0.37440E+02   -0.18183E-08    0.18656E-07   -0.18183E-08    0.20119E-13
   665    0.17821E+04   -0.45711E+02    0.18695E-07   -0.45711E+02    0.37560E+02   -0.18193E-08    0.18695E-07   -0.18193E-08    0.20006E-13
   666    0.17811E+04   -0.47504E+02    0.18733E-07   -0.47504E+02    0.37675E+02   -0.18201E-08    0.18733E-07   -0.18201E-08    0.19894E-13
   667    0.17803E+04   -0.49299E+02    0.18771E-07   -0.49299E+02    0.37784E+02   -0.18207E-08    0.18771E-07   -0.18207E-08    0.19782E-13
   668    0.17797E+04   -0.51097E+02    0.18808E-07   -0.51097E+02    0.37887E+02   -0.18211E-08    0.18808E-07   -0.18211E-08    0.19671E-13
   669    0.17794E+04   -0.52896E+02    0.18844E-07   -0.52896E+02    0.37983E+02   -0.18212E-08    0.18844E-07   -0.18212E-08    0.19561E-13
   670    0.17792E+04   -0.54694E+02    0.18880E-07   -0.54694E+02    0.38074E+02   -0.18211E-08    0.18880E-07   -0.18211E-08    0.19452E-13
   671    0.17793E+04   -0.56493E+02    0.18915E-07   -0.56493E+02    0.38159E+02   -0.18208E-08    0.18915E-07   -0.18208E-08    0.19343E-13
   672    0.17795E+04   -0.58292E+02    0.18950E-07   -0.58292E+02    0.38237E+02   -0.18203E-08    0.18950E-07   -0.18203E-08    0.19235E-13
   673    0.17800E+04   -0.60087E+02    0.18984E-07   -0.60087E+02    0.38310E+02   -0.18196E-08    0.18984E-07   -0.18196E-08    0.19128E-13
   674    0.17806E+04   -0.61880E+02    0.19017E-07   -0.61880E+02    0.38376E+02   -0.18186E-08    0.19017E-07   -0.18186E-08    0.19022E-13
   675    0.17815E+04   -0.63671E+02    0.19050E-07   -0.63671E+02    0.38435E+02   -0.18175E-08    0.19050E-07   -0.18175E-08    0.18916E-13
   676    0.17825E+04   -0.65455E+02    0.19082E-07   -0.65455E+02    0.38489E+02   -0.18161E-08    0.19082E-07   -0.18161E-08    0.18811E-13
   677    0.17838E+04   -0.67236E+02    0.19113E-07   -0.67236E+02    0.38536E+02   -0.18146E-08    0.19113E-07   -0.18146E-08    0.18707E-13
   678    0.17852E+04   -0.69011E+02    0.19144E-07   -0.69011E+02    0.38576E+02   -0.18128E-08    0.19144E-07   -0.18128E-08    0.18604E-13
   679    0.17869E+04   -0.70779E+02    0.19173E-07   -0.70779E+02    0.38611E+02   -0.18108E-08    0.19173E-07   -0.18108E-08    0.18501E-13
   680    0.17888E+04   -0.72540E+02    0.19203E-07   -0.72540E+02    0.38639E+02   -0.18087E-08    0.19203E-07   -0.18087E-08    0.18399E-13
   681    0.17909E+04   -0.74292E+02    0.19231E-07   -0.74292E+02    0.38661E+02   -0.18063E-08    0.19231E-07   -0.18063E-08    0.18298E-13
   682    0.17932E+04   -0.76036E+02    0.19259E-07   -0.76036E+02    0.38676E+02   -0.18037E-08    0.19259E-07   -0.18037E-08    0.18198E-13
   683    0.17957E+04   -0.77772E+02    0.19286E-07   -0.77772E+02    0.38686E+02   -0.18009E-08    0.19286E-07   -0.18009E-08    0.18098E-13
   684    0.17983E+04   -0.79497E+02    0.19312E-07   -0.79497E+02    0.38687E+02   -0.17980E-08    0.19312E-07   -0.17980E-08    0.17998E-13
   685    0.18011E+04   -0.81211E+02    0.19338E-07   -0.81211E+02    0.38683E+02   -0.17948E-08    0.19338E-07   -0.17948E-08    0.17900E-13
   686    0.18041E+04   -0.82906E+02    0.19363E-07   -0.82906E+02    0.38673E+02   -0.17914E-08    0.19363E-07   -0.17914E-08    0.17802E-13
   687    0.18074E+04   -0.84592E+02    0.19387E-07   -0.84592E+02    0.38657E+02   -0.17879E-08    0.19387E-07   -0.17879E-08    0.17705E-13
   688    0.18108E+04   -0.86267E+02    0.19410E-07   -0.86267E+02    0.38633E+02   -0.17842E-08    0.19410E-07   -0.17842E-08    0.17609E-13
   689    0.18144E+04   -0.87923E+02    0.19433E-07   -0.87923E+02    0.38603E+02   -0.17802E-08    0.19433E-07   -0.17802E-08    0.17513E-13
   690    0.18181E+04   -0.89568E+02    0.19455E-07   -0.89568E+02    0.38568E+02   -0.17761E-08    0.19455E-07   -0.17761E-08    0.17418E-13
   691    0.18221E+04   -0.91195E+02    0.19476E-07   -0.91195E+02    0.38525E+02   -0.17718E-08    0.19476E-07   -0.17718E-08    0.17323E-13
   692    0.18262E+04   -0.92804E+02    0.19497E-07   -0.92804E+02    0.38477E+02   -0.17673E-08    0.19497E-07   -0.17673E-08    0.17229E-13
   693    0.18305E+04   -0.94401E+02    0.19516E-07   -0.94401E+02    0.38422E+02   -0.17626E-08    0.19516E-07   -0.17626E-08    0.17136E-13
   694    0.18349E+04   -0.95973E+02    0.19535E-07   -0.95973E+02    0.38361E+02   -0.17578E-08    0.19535E-07   -0.17578E-08    0.17043E-13
   695    0.18396E+04   -0.97526E+02    0.19553E-07   -0.97526E+02    0.38295E+02   -0.17528E-08    0.19553E-07   -0.17528E-08    0.16951E-13
   696    0.18445E+04   -0.99075E+02    0.19570E-07   -0.99075E+02    0.38221E+02   -0.17475E-08    0.19570E-07   -0.17475E-08    0.16860E-13
   697    0.18495E+04   -0.10059E+03    0.19587E-07   -0.10059E+03    0.38142E+02   -0.17421E-08    0.19587E-07   -0.17421E-08    0.16769E-13
   698    0.18546E+04   -0.10209E+03    0.19602E-07   -0.10209E+03    0.38056E+02   -0.17366E-08    0.19602E-07   -0.17366E-08    0.16679E-13
   699    0.18599E+04   -0.10356E+03    0.19617E-07   -0.10356E+03    0.37964E+02   -0.17308E-08    0.19617E-07   -0.17308E-08    0.16589E-13
   700    0.18654E+04   -0.10501E+03    0.19631E-07   -0.10501E+03    0.37866E+02   -0.17249E-08    0.19631E-07   -0.17249E-08    0.16500E-13
   701    0.18711E+04   -0.10644E+03    0.19645E-07   -0.10644E+03    0.37762E+02   -0.17188E-08    0.19645E-07   -0.17188E-08    0.16412E-13
   702    0.18769E+04   -0.10784E+03    0.19657E-07   -0.10784E+03    0.37652E+02   -0.17126E-08    0.19657E-07   -0.17126E-08    0.16324E-13
   703    0.18828E+04   -0.10924E+03    0.19668E-07   -0.10924E+03    0.37536E+02   -0.17062E-08    0.19668E-07   -0.17062E-08    0.16237E-13
   704    0.18889E+04   -0.11059E+03    0.19679E-07   -0.11059E+03    0.37415E+02   -0.16996E-08    0.19679E-07   -0.16996E-08    0.16150E-13
   705    0.18950E+04   -0.11192E+03    0.19689E-07   -0.11192E+03    0.37287E+02   -0.16928E-08    0.19689E-07   -0.16928E-08    0.16064E-13
   706    0.19014E+04   -0.11323E+03    0.19698E-07   -0.11323E+03    0.37154E+02   -0.16859E-08    0.19698E-07   -0.16859E-08    0.15979E-13
   707    0.19078E+04   -0.11451E+03    0.19706E-07   -0.11451E+03    0.37015E+02   -0.16788E-08    0.19706E-07   -0.16788E-08    0.15894E-13
   708    0.19146E+04   -0.11576E+03    0.19714E-07   -0.11576E+03    0.36871E+02   -0.16716E-08    0.19714E-07   -0.16716E-08    0.15809E-13
   709    0.19213E+04   -0.11699E+03    0.19720E-07   -0.11699E+03    0.36721E+02   -0.16642E-08    0.19720E-07   -0.16642E-08    0.15725E-13
   710    0.19282E+04   -0.11819E+03    0.19726E-07   -0.11819E+03    0.36566E+02   -0.16566E-08    0.19726E-07   -0.16566E-08    0.15642E-13
   711    0.19352E+04   -0.11936E+03    0.19731E-07   -0.11936E+03    0.36405E+02   -0.16489E-08    0.19731E-07   -0.16489E-08    0.15559E-13
   712    0.19423E+04   -0.12050E+03    0.19735E-07   -0.12050E+03    0.36239E+02   -0.16411E-08    0.19735E-07   -0.16411E-08    0.15477E-13
   713    0.19497E+04   -0.12161E+03    0.19738E-07   -0.12161E+03    0.36067E+02   -0.16331E-08    0.19738E-07   -0.16331E-08    0.15395E-13
   714    0.19570E+04   -0.12269E+03    0.19740E-07   -0.12269E+03    0.35891E+02   -0.16249E-08    0.19740E-07   -0.16249E-08    0.15314E-13
   715    0.19644E+04   -0.12375E+03    0.19742E-07   -0.12375E+03    0.35710E+02   -0.16167E-08    0.19742E-07   -0.16167E-08    0.15234E-13
   716    0.19721E+04   -0.12477E+03    0.19742E-07   -0.12477E+03    0.35523E+02   -0.16082E-08    0.19742E-07   -0.16082E-08    0.15154E-13
   717    0.19797E+04   -0.12575E+03    0.19742E-07   -0.12575E+03    0.35332E+02   -0.15996E-08    0.19742E-07   -0.15996E-08    0.15074E-13
   718    0.19875E+04   -0.12672E+03    0.19741E-07   -0.12672E+03    0.35136E+02   -0.15909E-08    0.19741E-07   -0.15909E-08    0.14995E-13
   719    0.19954E+04   -0.12764E+03    0.19739E-07   -0.12764E+03    0.34934E+02   -0.15821E-08    0.19739E-07   -0.15821E-08    0.14917E-13
   720    0.20032E+04   -0.12854E+03    0.19736E-07   -0.12854E+03    0.34728E+02   -0.15731E-08    0.19736E-07   -0.15731E-08    0.14839E-13
   721    0.20114E+04   -0.12939E+03    0.19732E-07   -0.12939E+03    0.34518E+02   -0.15640E-08    0.19732E-07   -0.15640E-08    0.14761E-13
   722    0.20195E+04   -0.13021E+03    0.19727E-07   -0.13021E+03    0.34303E+02   -0.15547E-08    0.19727E-07   -0.15547E-08    0.14684E-13
   723    0.20277E+04   -0.13100E+03    0.19722E-07   -0.13100E+03    0.34085E+02   -0.15453E-08    0.19722E-07   -0.15453E-08    0.14608E-13
   724    0.20360E+04   -0.13177E+03    0.19715E-07   -0.13177E+03    0.33862E+02   -0.15358E-08    0.19715E-07   -0.15358E-08    0.14532E-13
   725    0.20443E+04   -0.13249E+03    0.19708E-07   -0.13249E+03    0.33635E+02   -0.15262E-08    0.19708E-07   -0.15262E-08    0.14456E-13
   726    0.20528E+04   -0.13317E+03    0.19700E-07   -0.13317E+03    0.33405E+02   -0.15164E-08    0.19700E-07   -0.15164E-08    0.14381E-13
   727    0.20612E+04   -0.13383E+03    0.19691E-07   -0.13383E+03    0.33170E+02   -0.15065E-08    0.19691E-07   -0.15065E-08    0.14307E-13
   728    0.20697E+04   -0.13445E+03    0.19681E-07   -0.13445E+03    0.32930E+02   -0.14965E-08    0.19681E-07   -0.14965E-08    0.14233E-13
   729    0.20783E+04   -0.13503E+03    0.19670E-07   -0.13503E+03    0.32688E+02   -0.14864E-08    0.19670E-07   -0.14864E-08    0.14159E-13
   730    0.20869E+04   -0.13558E+03    0.19658E-07   -0.13558E+03    0.32442E+02   -0.14762E-08    0.19658E-07   -0.14762E-08    0.14086E-13
   731    0.20956E+04   -0.13609E+03    0.19645E-07   -0.13609E+03    0.32191E+02   -0.14658E-08    0.19645E-07   -0.14658E-08    0.14013E-13
   732    0.21043E+04   -0.13655E+03    0.19631E-07   -0.13655E+03    0.31940E+02   -0.14554E-08    0.19631E-07   -0.14554E-08    0.13941E-13
   733    0.21131E+04   -0.13700E+03    0.19617E-07   -0.13700E+03    0.31683E+02   -0.14448E-08    0.19617E-07   -0.14448E-08    0.13870E-13
   734    0.21219E+04   -0.13739E+03    0.19601E-07   -0.13739E+03    0.31424E+02   -0.14341E-08    0.19601E-07   -0.14341E-08    0.13798E-13
   735    0.21308E+04   -0.13776E+03    0.19585E-07   -0.13776E+03    0.31161E+02   -0.14233E-08    0.19585E-07   -0.14233E-08    0.13728E-13
   736    0.21395E+04   -0.13808E+03    0.19567E-07   -0.13808E+03    0.30896E+02   -0.14124E-08    0.19567E-07   -0.14124E-08    0.13657E-13
   737    0.21484E+04   -0.13837E+03    0.19549E-07   -0.13837E+03    0.30628E+02   -0.14014E-08    0.19549E-07   -0.14014E-08    0.13587E-13
   738    0.21572E+04   -0.13861E+03    0.19530E-07   -0.13861E+03    0.30358E+02   -0.13903E-08    0.19530E-07   -0.13903E-08    0.13518E-13
   739    0.21661E+04   -0.13882E+03    0.19510E-07   -0.13882E+03    0.30085E+02   -0.13791E-08    0.19510E-07   -0.13791E-08    0.13449E-13
   740    0.21749E+04   -0.13899E+03    0.19489E-07   -0.13899E+03    0.29810E+02   -0.13678E-08    0.19489E-07   -0.13678E-08    0.13380E-13
   741    0.21838E+04   -0.13913E+03    0.19467E-07   -0.13913E+03    0.29531E+02   -0.13564E-08    0.19467E-07   -0.13564E-08    0.13312E-13
   742    0.21927E+04   -0.13922E+03    0.19444E-07   -0.13922E+03    0.29253E+02   -0.13449E-08    0.19444E-07   -0.13449E-08    0.13245E-13
   743    0.22015E+04   -0.13928E+03    0.19420E-07   -0.13928E+03    0.28973E+02   -0.13333E-08    0.19420E-07   -0.13333E-08    0.13177E-13
   744    0.22105E+04   -0.13929E+03    0.19395E-07   -0.13929E+03    0.28690E+02   -0.13216E-08    0.19395E-07   -0.13216E-08    0.13111E-13
   745    0.22193E+04   -0.13928E+03    0.19369E-07   -0.13928E+03    0.28406E+02   -0.13099E-08    0.19369E-07   -0.13099E-08    0.13044E-13
   746    0.22280E+04   -0.13921E+03    0.19343E-07   -0.13921E+03    0.28120E+02   -0.12980E-08    0.19343E-07   -0.12980E-08    0.12978E-13
   747    0.22367E+04   -0.13912E+03    0.19315E-07   -0.13912E+03    0.27832E+02   -0.12861E-08    0.19315E-07   -0.12861E-08    0.12913E-13
   748    0.22455E+04   -0.13898E+03    0.19286E-07   -0.13898E+03    0.27544E+02   -0.12741E-08    0.19286E-07   -0.12741E-08    0.12847E-13
   749    0.22542E+04   -0.13882E+03    0.19257E-07   -0.13882E+03    0.27253E+02   -0.12620E-08    0.19257E-07   -0.12620E-08    0.12783E-13
   750    0.22628E+04   -0.13860E+03    0.19226E-07   -0.13860E+03    0.26963E+02   -0.12498E-08    0.19226E-07   -0.12498E-08    0.12718E-13
   751    0.22714E+04   -0.13836E+03    0.19194E-07   -0.13836E+03    0.26671E+02   -0.12376E-08    0.19194E-07   -0.12376E-08    0.12654E-13
   752    0.22800E+04   -0.13806E+03    0.19162E-07   -0.13806E+03    0.26379E+02   -0.12253E-08    0.19162E-07   -0.12253E-08    0.12591E-13
   753    0.22885E+04   -0.13773E+03    0.19128E-07   -0.13773E+03    0.26086E+02   -0.12129E-08    0.19128E-07   -0.12129E-08    0.12528E-13
   754    0.22969E+04   -0.13736E+03    0.19094E-07   -0.13736E+03    0.25793E+02   -0.12004E-08    0.19094E-07   -0.12004E-08    0.12465E-13
   755    0.23054E+04   -0.13696E+03    0.19059E-07   -0.13696E+03    0.25499E+02   -0.11879E-08    0.19059E-07   -0.11879E-08    0.12402E-13
   756    0.23136E+04   -0.13652E+03    0.19022E-07   -0.13652E+03    0.25205E+02   -0.11753E-08    0.19022E-07   -0.11753E-08    0.12340E-13
   757    0.23219E+04   -0.13603E+03    0.18985E-07   -0.13603E+03    0.24912E+02   -0.11626E-08    0.18985E-07   -0.11626E-08    0.12279E-13
   758    0.23300E+04   -0.13551E+03    0.18947E-07   -0.13551E+03    0.24618E+02   -0.11499E-08    0.18947E-07   -0.11499E-08    0.12217E-13
   759    0.23382E+04   -0.13496E+03    0.18908E-07   -0.13496E+03    0.24323E+02   -0.11371E-08    0.18908E-07   -0.11371E-08    0.12156E-13
   760    0.23461E+04   -0.13437E+03    0.18869E-07   -0.13437E+03    0.24030E+02   -0.11243E-08    0.18869E-07   -0.11243E-08    0.12096E-13
   761    0.23540E+04   -0.13374E+03    0.18828E-07   -0.13374E+03    0.23737E+02   -0.11114E-08    0.18828E-07   -0.11114E-08    0.12036E-13
   762    0.23619E+04   -0.13307E+03    0.18787E-07   -0.13307E+03    0.23445E+02   -0.10984E-08    0.18787E-07   -0.10984E-08    0.11976E-13
   763    0.23696E+04   -0.13237E+03    0.18745E-07   -0.13237E+03    0.23154E+02   -0.10854E-08    0.18745E-07   -0.10854E-08    0.11917E-13
   764    0.23773E+04   -0.13163E+03    0.18702E-07   -0.13163E+03    0.22863E+02   -0.10724E-08    0.18702E-07   -0.10724E-08    0.11857E-13
   765    0.23848E+04   -0.13085E+03    0.18658E-07   -0.13085E+03    0.22573E+02   -0.10593E-08    0.18658E-07   -0.10593E-08    0.11799E-13
   766    0.23923E+04   -0.13005E+03    0.18613E-07   -0.13005E+03    0.22285E+02   -0.10462E-08    0.18613E-07   -0.10462E-08    0.11740E-13
   767    0.23996E+04   -0.12920E+03    0.18568E-07   -0.12920E+03    0.21999E+02   -0.10330E-08    0.18568E-07   -0.10330E-08    0.11682E-13
   768    0.24068E+04   -0.12831E+03    0.18522E-07   -0.12831E+03    0.21713E+02   -0.10198E-08    0.18522E-07   -0.10198E-08    0.11625E-13
   769    0.24139E+04   -0.12740E+03    0.18475E-07   -0.12740E+03    0.21427E+02   -0.10065E-08    0.18475E-07   -0.10065E-08    0.11568E-13
   770    0.24209E+04   -0.12645E+03    0.18427E-07   -0.12645E+03    0.21145E+02   -0.99326E-09    0.18427E-07   -0.99326E-09    0.11511E-13
   771    0.24278E+04   -0.12546E+03    0.18379E-07   -0.12546E+03    0.20864E+02   -0.97995E-09    0.18379E-07   -0.97995E-09    0.11454E-13
   772    0.24344E+04   -0.12444E+03    0.18330E-07   -0.12444E+03    0.20585E+02   -0.96661E-09    0.18330E-07   -0.96661E-09    0.11398E-13
   773    0.24410E+04   -0.12338E+03    0.18280E-07   -0.12338E+03    0.20309E+02   -0.95324E-09    0.18280E-07   -0.95324E-09    0.11342E-13
   774    0.24475E+04   -0.12230E+03    0.18230E-07   -0.12230E+03    0.20034E+02   -0.93984E-09    0.18230E-07   -0.93984E-09    0.11286E-13
   775    0.24539E+04   -0.12119E+03    0.18179E-07   -0.12119E+03    0.19762E+02   -0.92643E-09    0.18179E-07   -0.92643E-09    0.11231E-13
   776    0.24600E+04   -0.12004E+03    0.18127E-07   -0.12004E+03    0.19492E+02   -0.91299E-09    0.18127E-07   -0.91299E-09    0.11176E-13
   777    0.24660E+04   -0.11886E+03    0.18074E-07   -0.11886E+03    0.19225E+02   -0.89953E-09    0.18074E-07   -0.89953E-09    0.11122E-13
   778    0.24720E+04   -0.11764E+03    0.18021E-07   -0.11764E+03    0.18961E+02   -0.88606E-09    0.18021E-07   -0.88606E-09    0.11067E-13
   779    0.24777E+04   -0.11640E+03    0.17968E-07   -0.11640E+03    0.18699E+02   -0.87257E-09    0.17968E-07   -0.87257E-09    0.11014E-13
   780    0.24833E+04   -0.11513E+03    0.17913E-07   -0.11513E+03    0.18439E+02   -0.85907E-09    0.17913E-07   -0.85907E-09    0.10960E-13
   781    0.24888E+04   -0.11383E+03    0.17859E-07   -0.11383E+03    0.18184E+02   -0.84557E-09    0.17859E-07   -0.84557E-09    0.10907E-13
   782    0.24940E+04   -0.11251E+03    0.17803E-07   -0.11251E+03    0.17932E+02   -0.83205E-09    0.17803E-07   -0.83205E-09    0.10854E-13
   783    0.24992E+04   -0.11115E+03    0.17747E-07   -0.11115E+03    0.17683E+02   -0.81853E-09    0.17747E-07   -0.81853E-09    0.10801E-13
   784    0.25041E+04   -0.10977E+03    0.17690E-07   -0.10977E+03    0.17437E+02   -0.80501E-09    0.17690E-07   -0.80501E-09    0.10749E-13
   785    0.25089E+04   -0.10836E+03    0.17633E-07   -0.10836E+03    0.17195E+02   -0.79148E-09    0.17633E-07   -0.79148E-09    0.10697E-13
   786    0.25135E+04   -0.10690E+03    0.17576E-07   -0.10690E+03    0.16956E+02   -0.77796E-09    0.17576E-07   -0.77796E-09    0.10645E-13
   787    0.25179E+04   -0.10542E+03    0.17517E-07   -0.10542E+03    0.16721E+02   -0.76444E-09    0.17517E-07   -0.76444E-09    0.10594E-13
   788    0.25222E+04   -0.10393E+03    0.17459E-07   -0.10393E+03    0.16490E+02   -0.75093E-09    0.17459E-07   -0.75093E-09    0.10543E-13
   789    0.25262E+04   -0.10242E+03    0.17400E-07   -0.10242E+03    0.16261E+02   -0.73743E-09    0.17400E-07   -0.73743E-09    0.10492E-13
   790    0.25302E+04   -0.10087E+03    0.17340E-07   -0.10087E+03    0.16039E+02   -0.72393E-09    0.17340E-07   -0.72393E-09    0.10442E-13
   791    0.25340E+04   -0.99292E+02    0.17280E-07   -0.99292E+02    0.15820E+02   -0.71045E-09    0.17280E-07   -0.71045E-09    0.10391E-13
   792    0.25376E+04   -0.97703E+02    0.17219E-07   -0.97703E+02    0.15606E+02   -0.69699E-09    0.17219E-07   -0.69699E-09    0.10342E-13
