#    L    TT             EE             BB             TE          
   394    0.17804E+04    0.21974E+02    0.33908E-01    0.43463E+01
   395    0.17749E+04    0.21963E+02    0.34006E-01    0.24008E+01
   396    0.17699E+04    0.21948E+02    0.34105E-01    0.46556E+00
   397    0.17652E+04    0.21930E+02    0.34204E-01   -0.14608E+01
   398    0.17611E+04    0.21907E+02    0.34304E-01   -0.33770E+01
   399    0.17573E+04    0.21880E+02    0.34405E-01   -0.52820E+01
   400    0.17539E+04    0.21849E+02    0.34506E-01   -0.71748E+01
   401    0.17510E+04    0.21814E+02    0.34608E-01   -0.90550E+01
   402    0.17485E+04    0.21774E+02    0.34710E-01   -0.10922E+02
   403    0.17463E+04    0.21731E+02    0.34813E-01   -0.12774E+02
   404    0.17446E+04    0.21684E+02    0.34917E-01   -0.14611E+02
   405    0.17433E+04    0.21632E+02    0.35022E-01   -0.16432E+02
   406    0.17423E+04    0.21577E+02    0.35127E-01   -0.18237E+02
   407    0.17417E+04    0.21518E+02    0.35232E-01   -0.20027E+02
   408    0.17415E+04    0.21455E+02    0.35339E-01   -0.21796E+02
   409    0.17417E+04    0.21389E+02    0.35446E-01   -0.23547E+02
   410    0.17423E+04    0.21318E+02    0.35554E-01   -0.25281E+02
   411    0.17433E+04    0.21244E+02    0.35663E-01   -0.26993E+02
   412    0.17445E+04    0.21166E+02    0.35773E-01   -0.28686E+02
   413    0.17462E+04    0.21084E+02    0.35883E-01   -0.30357E+02
   414    0.17481E+04    0.20999E+02    0.35994E-01   -0.32008E+02
   415    0.17505E+04    0.20911E+02    0.36106E-01   -0.33634E+02
   416    0.17532E+04    0.20818E+02    0.36219E-01   -0.35239E+02
   417    0.17561E+04    0.20723E+02    0.36332E-01   -0.36822E+02
   418    0.17594E+04    0.20622E+02    0.36447E-01   -0.38378E+02
   419    0.17631E+04    0.20519E+02    0.36562E-01   -0.39910E+02
   420    0.17671E+04    0.20413E+02    0.36678E-01   -0.41417E+02
   421    0.17714E+04    0.20304E+02    0.36795E-01   -0.42898E+02
   422    0.17761E+04    0.20191E+02    0.36913E-01   -0.44354E+02
   423    0.17809E+04    0.20075E+02    0.37031E-01   -0.45782E+02
   424    0.17860E+04    0.19955E+02    0.37151E-01   -0.47183E+02
   425    0.17915E+04    0.19832E+02    0.37272E-01   -0.48555E+02
   426    0.17973E+04    0.19707E+02    0.37393E-01   -0.49898E+02
   427    0.18032E+04    0.19578E+02    0.37515E-01   -0.51214E+02
   428    0.18095E+04    0.19447E+02    0.37638E-01   -0.52499E+02
   429    0.18160E+04    0.19313E+02    0.37762E-01   -0.53755E+02
   430    0.18228E+04    0.19176E+02    0.37887E-01   -0.54980E+02
   431    0.18299E+04    0.19036E+02    0.38013E-01   -0.56175E+02
   432    0.18370E+04    0.18894E+02    0.38140E-01   -0.57339E+02
   433    0.18446E+04    0.18750E+02    0.38268E-01   -0.58470E+02
   434    0.18522E+04    0.18602E+02    0.38397E-01   -0.59571E+02
   435    0.18601E+04    0.18453E+02    0.38526E-01   -0.60640E+02
   436    0.18683E+04    0.18302E+02    0.38657E-01   -0.61676E+02
   437    0.18766E+04    0.18147E+02    0.38788E-01   -0.62678E+02
   438    0.18851E+04    0.17991E+02    0.38920E-01   -0.63646E+02
   439    0.18939E+04    0.17833E+02    0.39053E-01   -0.64582E+02
   440    0.19028E+04    0.17673E+02    0.39187E-01   -0.65483E+02
   441    0.19119E+04    0.17511E+02    0.39322E-01   -0.66351E+02
   442    0.19210E+04    0.17346E+02    0.39458E-01   -0.67183E+02
   443    0.19305E+04    0.17181E+02    0.39595E-01   -0.67982E+02
   444    0.19400E+04    0.17014E+02    0.39732E-01   -0.68744E+02
   445    0.19497E+04    0.16844E+02    0.39871E-01   -0.69471E+02
   446    0.19595E+04    0.16674E+02    0.40010E-01   -0.70162E+02
   447    0.19694E+04    0.16503E+02    0.40150E-01   -0.70818E+02
   448    0.19794E+04    0.16329E+02    0.40291E-01   -0.71439E+02
   449    0.19896E+04    0.16155E+02    0.40433E-01   -0.72023E+02
   450    0.20000E+04    0.15980E+02    0.40575E-01   -0.72571E+02
   451    0.20103E+04    0.15804E+02    0.40718E-01   -0.73083E+02
   452    0.20208E+04    0.15627E+02    0.40862E-01   -0.73559E+02
   453    0.20314E+04    0.15449E+02    0.41007E-01   -0.73999E+02
   454    0.20420E+04    0.15271E+02    0.41153E-01   -0.74403E+02
   455    0.20527E+04    0.15092E+02    0.41299E-01   -0.74772E+02
   456    0.20635E+04    0.14911E+02    0.41446E-01   -0.75099E+02
   457    0.20743E+04    0.14732E+02    0.41593E-01   -0.75398E+02
   458    0.20852E+04    0.14551E+02    0.41742E-01   -0.75651E+02
   459    0.20961E+04    0.14371E+02    0.41891E-01   -0.75874E+02
   460    0.21071E+04    0.14190E+02    0.42041E-01   -0.76059E+02
   461    0.21181E+04    0.14009E+02    0.42191E-01   -0.76210E+02
   462    0.21291E+04    0.13828E+02    0.42342E-01   -0.76319E+02
   463    0.21401E+04    0.13648E+02    0.42493E-01   -0.76405E+02
   464    0.21511E+04    0.13468E+02    0.42645E-01   -0.76438E+02
   465    0.21620E+04    0.13289E+02    0.42798E-01   -0.76449E+02
   466    0.21730E+04    0.13109E+02    0.42951E-01   -0.76415E+02
   467    0.21841E+04    0.12931E+02    0.43105E-01   -0.76350E+02
   468    0.21951E+04    0.12753E+02    0.43259E-01   -0.76249E+02
   469    0.22060E+04    0.12575E+02    0.43414E-01   -0.76118E+02
   470    0.22170E+04    0.12399E+02    0.43569E-01   -0.75949E+02
   471    0.22278E+04    0.12224E+02    0.43725E-01   -0.75743E+02
   472    0.22386E+04    0.12050E+02    0.43881E-01   -0.75508E+02
   473    0.22494E+04    0.11878E+02    0.44038E-01   -0.75236E+02
   474    0.22602E+04    0.11707E+02    0.44195E-01   -0.74934E+02
   475    0.22709E+04    0.11536E+02    0.44352E-01   -0.74596E+02
   476    0.22815E+04    0.11368E+02    0.44510E-01   -0.74222E+02
   477    0.22920E+04    0.11201E+02    0.44668E-01   -0.73824E+02
   478    0.23024E+04    0.11035E+02    0.44827E-01   -0.73383E+02
   479    0.23128E+04    0.10872E+02    0.44986E-01   -0.72923E+02
   480    0.23230E+04    0.10710E+02    0.45145E-01   -0.72425E+02
   481    0.23332E+04    0.10551E+02    0.45304E-01   -0.71893E+02
   482    0.23433E+04    0.10394E+02    0.45464E-01   -0.71332E+02
   483    0.23532E+04    0.10239E+02    0.45624E-01   -0.70746E+02
   484    0.23630E+04    0.10086E+02    0.45784E-01   -0.70128E+02
   485    0.23728E+04    0.99353E+01    0.45944E-01   -0.69479E+02
   486    0.23824E+04    0.97880E+01    0.46105E-01   -0.68803E+02
   487    0.23918E+04    0.96432E+01    0.46266E-01   -0.68099E+02
   488    0.24011E+04    0.95004E+01    0.46426E-01   -0.67366E+02
   489    0.24103E+04    0.93608E+01    0.46587E-01   -0.66606E+02
   490    0.24194E+04    0.92246E+01    0.46749E-01   -0.65819E+02
   491    0.24282E+04    0.90911E+01    0.46910E-01   -0.65007E+02
   492    0.24369E+04    0.89608E+01    0.47071E-01   -0.64169E+02
   493    0.24455E+04    0.88324E+01    0.47232E-01   -0.63305E+02
   494    0.24539E+04    0.87089E+01    0.47394E-01   -0.62418E+02
   495    0.24621E+04    0.85880E+01    0.47555E-01   -0.61506E+02
   496    0.24701E+04    0.84711E+01    0.47716E-01   -0.60571E+02
   497    0.24779E+04    0.83576E+01    0.47878E-01   -0.59613E+02
   498    0.24856E+04    0.82467E+01    0.48039E-01   -0.58635E+02
   499    0.24931E+04    0.81407E+01    0.48200E-01   -0.57633E+02
   500    0.25005E+04    0.80373E+01    0.48361E-01   -0.56612E+02
   501    0.25075E+04    0.79387E+01    0.48522E-01   -0.55570E+02
   502    0.25145E+04    0.78442E+01    0.48682E-01   -0.54509E+02
   503    0.25212E+04    0.77530E+01    0.48843E-01   -0.53429E+02
   504    0.25276E+04    0.76659E+01    0.49003E-01   -0.52329E+02
   505    0.25340E+04    0.75836E+01    0.49163E-01   -0.51214E+02
   506    0.25400E+04    0.75055E+01    0.49323E-01   -0.50081E+02
   507    0.25460E+04    0.74313E+01    0.49482E-01   -0.48933E+02
   508    0.25516E+04    0.73620E+01    0.49641E-01   -0.47768E+02
   509    0.25571E+04    0.72966E+01    0.49800E-01   -0.46589E+02
   510    0.25622E+04    0.72358E+01    0.49959E-01   -0.45396E+02
   511    0.25673E+04    0.71794E+01    0.50117E-01   -0.44190E+02
   512    0.25721E+04    0.71277E+01    0.50274E-01   -0.42970E+02
   513    0.25766E+04    0.70804E+01    0.50431E-01   -0.41740E+02
   514    0.25810E+04    0.70380E+01    0.50588E-01   -0.40499E+02
   515    0.25851E+04    0.70003E+01    0.50744E-01   -0.39246E+02
   516    0.25890E+04    0.69673E+01    0.50900E-01   -0.37984E+02
   517    0.25926E+04    0.69392E+01    0.51055E-01   -0.36714E+02
   518    0.25960E+04    0.69159E+01    0.51209E-01   -0.35435E+02
   519    0.25993E+04    0.68976E+01    0.51363E-01   -0.34148E+02
   520    0.26023E+04    0.68841E+01    0.51516E-01   -0.32855E+02
   521    0.26049E+04    0.68756E+01    0.51668E-01   -0.31556E+02
   522    0.26073E+04    0.68722E+01    0.51820E-01   -0.30252E+02
   523    0.26096E+04    0.68738E+01    0.51971E-01   -0.28943E+02
   524    0.26117E+04    0.68805E+01    0.52122E-01   -0.27632E+02
   525    0.26133E+04    0.68922E+01    0.52271E-01   -0.26316E+02
   526    0.26148E+04    0.69091E+01    0.52420E-01   -0.24998E+02
   527    0.26163E+04    0.69311E+01    0.52568E-01   -0.23680E+02
   528    0.26173E+04    0.69581E+01    0.52715E-01   -0.22361E+02
   529    0.26182E+04    0.69906E+01    0.52862E-01   -0.21042E+02
   530    0.26187E+04    0.70282E+01    0.53007E-01   -0.19726E+02
   531    0.26192E+04    0.70709E+01    0.53152E-01   -0.18409E+02
   532    0.26193E+04    0.71190E+01    0.53295E-01   -0.17096E+02
   533    0.26191E+04    0.71722E+01    0.53438E-01   -0.15786E+02
   534    0.26188E+04    0.72307E+01    0.53580E-01   -0.14481E+02
   535    0.26182E+04    0.72946E+01    0.53720E-01   -0.13181E+02
   536    0.26174E+04    0.73637E+01    0.53860E-01   -0.11885E+02
   537    0.26164E+04    0.74379E+01    0.53999E-01   -0.10597E+02
   538    0.26151E+04    0.75176E+01    0.54137E-01   -0.93154E+01
   539    0.26136E+04    0.76024E+01    0.54273E-01   -0.80422E+01
   540    0.26119E+04    0.76926E+01    0.54409E-01   -0.67779E+01
   541    0.26099E+04    0.77879E+01    0.54543E-01   -0.55225E+01
   542    0.26078E+04    0.78885E+01    0.54677E-01   -0.42782E+01
   543    0.26053E+04    0.79945E+01    0.54809E-01   -0.30447E+01
   544    0.26027E+04    0.81056E+01    0.54940E-01   -0.18228E+01
   545    0.25999E+04    0.82219E+01    0.55070E-01   -0.61321E+00
   546    0.25968E+04    0.83431E+01    0.55199E-01    0.58300E+00
   547    0.25935E+04    0.84695E+01    0.55327E-01    0.17655E+01
   548    0.25901E+04    0.86011E+01    0.55454E-01    0.29333E+01
   549    0.25864E+04    0.87378E+01    0.55579E-01    0.40857E+01
   550    0.25825E+04    0.88796E+01    0.55704E-01    0.52220E+01
   551    0.25785E+04    0.90266E+01    0.55827E-01    0.63417E+01
   552    0.25742E+04    0.91787E+01    0.55948E-01    0.74436E+01
   553    0.25697E+04    0.93344E+01    0.56069E-01    0.85277E+01
   554    0.25651E+04    0.94966E+01    0.56189E-01    0.95932E+01
   555    0.25602E+04    0.96633E+01    0.56307E-01    0.10639E+02
   556    0.25551E+04    0.98349E+01    0.56424E-01    0.11666E+02
   557    0.25498E+04    0.10011E+02    0.56540E-01    0.12671E+02
   558    0.25444E+04    0.10193E+02    0.56654E-01    0.13656E+02
   559    0.25387E+04    0.10378E+02    0.56768E-01    0.14620E+02
   560    0.25330E+04    0.10568E+02    0.56880E-01    0.15561E+02
   561    0.25269E+04    0.10762E+02    0.56990E-01    0.16479E+02
   562    0.25208E+04    0.10962E+02    0.57100E-01    0.17374E+02
   563    0.25145E+04    0.11165E+02    0.57208E-01    0.18248E+02
   564    0.25081E+04    0.11374E+02    0.57315E-01    0.19094E+02
   565    0.25014E+04    0.11585E+02    0.57421E-01    0.19918E+02
   566    0.24946E+04    0.11802E+02    0.57526E-01    0.20715E+02
   567    0.24877E+04    0.12022E+02    0.57629E-01    0.21487E+02
   568    0.24807E+04    0.12247E+02    0.57731E-01    0.22233E+02
   569    0.24734E+04    0.12476E+02    0.57831E-01    0.22954E+02
   570    0.24661E+04    0.12708E+02    0.57931E-01    0.23646E+02
   571    0.24586E+04    0.12945E+02    0.58029E-01    0.24311E+02
   572    0.24509E+04    0.13185E+02    0.58126E-01    0.24948E+02
   573    0.24432E+04    0.13429E+02    0.58221E-01    0.25556E+02
   574    0.24353E+04    0.13676E+02    0.58315E-01    0.26136E+02
   575    0.24273E+04    0.13926E+02    0.58408E-01    0.26687E+02
   576    0.24193E+04    0.14181E+02    0.58500E-01    0.27208E+02
   577    0.24110E+04    0.14438E+02    0.58590E-01    0.27701E+02
   578    0.24027E+04    0.14699E+02    0.58679E-01    0.28162E+02
   579    0.23943E+04    0.14963E+02    0.58767E-01    0.28594E+02
   580    0.23859E+04    0.15230E+02    0.58854E-01    0.28994E+02
   581    0.23772E+04    0.15499E+02    0.58939E-01    0.29364E+02
   582    0.23685E+04    0.15772E+02    0.59023E-01    0.29703E+02
   583    0.23597E+04    0.16048E+02    0.59105E-01    0.30009E+02
   584    0.23509E+04    0.16326E+02    0.59187E-01    0.30284E+02
   585    0.23421E+04    0.16606E+02    0.59267E-01    0.30526E+02
   586    0.23331E+04    0.16888E+02    0.59346E-01    0.30737E+02
   587    0.23241E+04    0.17174E+02    0.59423E-01    0.30915E+02
   588    0.23150E+04    0.17461E+02    0.59500E-01    0.31059E+02
   589    0.23058E+04    0.17751E+02    0.59575E-01    0.31172E+02
   590    0.22966E+04    0.18041E+02    0.59649E-01    0.31251E+02
   591    0.22874E+04    0.18335E+02    0.59721E-01    0.31297E+02
   592    0.22782E+04    0.18629E+02    0.59792E-01    0.31308E+02
   593    0.22689E+04    0.18927E+02    0.59863E-01    0.31288E+02
   594    0.22595E+04    0.19225E+02    0.59932E-01    0.31233E+02
   595    0.22501E+04    0.19524E+02    0.59999E-01    0.31145E+02
   596    0.22407E+04    0.19826E+02    0.60066E-01    0.31023E+02
   597    0.22314E+04    0.20126E+02    0.60131E-01    0.30867E+02
   598    0.22222E+04    0.20429E+02    0.60195E-01    0.30677E+02
   599    0.22129E+04    0.20733E+02    0.60259E-01    0.30454E+02
   600    0.22035E+04    0.21038E+02    0.60320E-01    0.30196E+02
   601    0.21941E+04    0.21343E+02    0.60381E-01    0.29905E+02
   602    0.21848E+04    0.21649E+02    0.60441E-01    0.29579E+02
   603    0.21754E+04    0.21955E+02    0.60500E-01    0.29221E+02
   604    0.21662E+04    0.22262E+02    0.60557E-01    0.28829E+02
   605    0.21569E+04    0.22568E+02    0.60613E-01    0.28404E+02
   606    0.21478E+04    0.22874E+02    0.60669E-01    0.27945E+02
   607    0.21384E+04    0.23181E+02    0.60723E-01    0.27452E+02
   608    0.21293E+04    0.23488E+02    0.60777E-01    0.26927E+02
   609    0.21202E+04    0.23794E+02    0.60829E-01    0.26368E+02
   610    0.21112E+04    0.24099E+02    0.60880E-01    0.25777E+02
   611    0.21022E+04    0.24404E+02    0.60931E-01    0.25153E+02
   612    0.20933E+04    0.24710E+02    0.60981E-01    0.24498E+02
   613    0.20843E+04    0.25012E+02    0.61029E-01    0.23809E+02
   614    0.20755E+04    0.25314E+02    0.61077E-01    0.23088E+02
   615    0.20668E+04    0.25615E+02    0.61124E-01    0.22337E+02
   616    0.20581E+04    0.25916E+02    0.61170E-01    0.21554E+02
   617    0.20496E+04    0.26216E+02    0.61215E-01    0.20740E+02
   618    0.20411E+04    0.26514E+02    0.61260E-01    0.19895E+02
   619    0.20326E+04    0.26812E+02    0.61303E-01    0.19021E+02
   620    0.20244E+04    0.27107E+02    0.61346E-01    0.18116E+02
   621    0.20161E+04    0.27401E+02    0.61389E-01    0.17182E+02
   622    0.20080E+04    0.27693E+02    0.61430E-01    0.16218E+02
   623    0.20000E+04    0.27982E+02    0.61471E-01    0.15226E+02
   624    0.19921E+04    0.28269E+02    0.61512E-01    0.14205E+02
   625    0.19842E+04    0.28554E+02    0.61551E-01    0.13155E+02
   626    0.19765E+04    0.28837E+02    0.61590E-01    0.12078E+02
   627    0.19690E+04    0.29117E+02    0.61629E-01    0.10974E+02
   628    0.19616E+04    0.29395E+02    0.61667E-01    0.98428E+01
   629    0.19543E+04    0.29670E+02    0.61704E-01    0.86851E+01
   630    0.19470E+04    0.29942E+02    0.61741E-01    0.75004E+01
   631    0.19400E+04    0.30211E+02    0.61778E-01    0.62918E+01
   632    0.19331E+04    0.30477E+02    0.61814E-01    0.50570E+01
   633    0.19263E+04    0.30741E+02    0.61850E-01    0.37984E+01
   634    0.19196E+04    0.31000E+02    0.61885E-01    0.25160E+01
   635    0.19132E+04    0.31257E+02    0.61920E-01    0.12103E+01
   636    0.19068E+04    0.31512E+02    0.61954E-01   -0.11797E+00
   637    0.19006E+04    0.31760E+02    0.61989E-01   -0.14694E+01
   638    0.18945E+04    0.32007E+02    0.62023E-01   -0.28417E+01
   639    0.18887E+04    0.32248E+02    0.62056E-01   -0.42358E+01
   640    0.18830E+04    0.32487E+02    0.62090E-01   -0.56501E+01
   641    0.18774E+04    0.32722E+02    0.62123E-01   -0.70845E+01
   642    0.18719E+04    0.32952E+02    0.62156E-01   -0.85381E+01
   643    0.18667E+04    0.33179E+02    0.62189E-01   -0.10010E+02
   644    0.18617E+04    0.33400E+02    0.62222E-01   -0.11501E+02
   645    0.18568E+04    0.33617E+02    0.62255E-01   -0.13009E+02
   646    0.18520E+04    0.33830E+02    0.62287E-01   -0.14534E+02
   647    0.18476E+04    0.34039E+02    0.62320E-01   -0.16076E+02
   648    0.18432E+04    0.34243E+02    0.62352E-01   -0.17632E+02
   649    0.18390E+04    0.34441E+02    0.62384E-01   -0.19204E+02
   650    0.18351E+04    0.34635E+02    0.62417E-01   -0.20789E+02
   651    0.18313E+04    0.34825E+02    0.62449E-01   -0.22389E+02
   652    0.18276E+04    0.35009E+02    0.62481E-01   -0.24001E+02
   653    0.18243E+04    0.35187E+02    0.62514E-01   -0.25626E+02
   654    0.18210E+04    0.35361E+02    0.62546E-01   -0.27260E+02
   655    0.18179E+04    0.35530E+02    0.62579E-01   -0.28907E+02
   656    0.18151E+04    0.35694E+02    0.62611E-01   -0.30563E+02
   657    0.18124E+04    0.35852E+02    0.62644E-01   -0.32228E+02
   658    0.18099E+04    0.36005E+02    0.62677E-01   -0.33903E+02
   659    0.18077E+04    0.36153E+02    0.62710E-01   -0.35585E+02
   660    0.18056E+04    0.36294E+02    0.62744E-01   -0.37274E+02
   661    0.18037E+04    0.36430E+02    0.62777E-01   -0.38968E+02
   662    0.18021E+04    0.36562E+02    0.62811E-01   -0.40670E+02
   663    0.18006E+04    0.36688E+02    0.62845E-01   -0.42377E+02
   664    0.17993E+04    0.36807E+02    0.62879E-01   -0.44087E+02
   665    0.17981E+04    0.36920E+02    0.62914E-01   -0.45802E+02
   666    0.17972E+04    0.37028E+02    0.62949E-01   -0.47519E+02
   667    0.17966E+04    0.37130E+02    0.62984E-01   -0.49238E+02
   668    0.17959E+04    0.37227E+02    0.63020E-01   -0.50959E+02
   669    0.17957E+04    0.37317E+02    0.63056E-01   -0.52681E+02
   670    0.17955E+04    0.37402E+02    0.63092E-01   -0.54401E+02
   671    0.17957E+04    0.37482E+02    0.63129E-01   -0.56121E+02
   672    0.17959E+04    0.37554E+02    0.63166E-01   -0.57841E+02
   673    0.17964E+04    0.37622E+02    0.63204E-01   -0.59556E+02
   674    0.17970E+04    0.37683E+02    0.63242E-01   -0.61270E+02
   675    0.17979E+04    0.37738E+02    0.63281E-01   -0.62979E+02
   676    0.17989E+04    0.37787E+02    0.63320E-01   -0.64683E+02
   677    0.18001E+04    0.37830E+02    0.63360E-01   -0.66382E+02
   678    0.18016E+04    0.37866E+02    0.63400E-01   -0.68075E+02
   679    0.18032E+04    0.37897E+02    0.63441E-01   -0.69761E+02
   680    0.18050E+04    0.37923E+02    0.63483E-01   -0.71440E+02
   681    0.18071E+04    0.37941E+02    0.63525E-01   -0.73110E+02
   682    0.18092E+04    0.37953E+02    0.63567E-01   -0.74771E+02
   683    0.18117E+04    0.37961E+02    0.63611E-01   -0.76424E+02
   684    0.18142E+04    0.37960E+02    0.63655E-01   -0.78066E+02
   685    0.18169E+04    0.37954E+02    0.63700E-01   -0.79697E+02
   686    0.18198E+04    0.37942E+02    0.63745E-01   -0.81309E+02
   687    0.18229E+04    0.37925E+02    0.63791E-01   -0.82911E+02
   688    0.18262E+04    0.37900E+02    0.63838E-01   -0.84503E+02
   689    0.18296E+04    0.37870E+02    0.63886E-01   -0.86077E+02
   690    0.18332E+04    0.37834E+02    0.63934E-01   -0.87639E+02
   691    0.18370E+04    0.37791E+02    0.63984E-01   -0.89183E+02
   692    0.18409E+04    0.37743E+02    0.64034E-01   -0.90709E+02
   693    0.18451E+04    0.37689E+02    0.64085E-01   -0.92224E+02
   694    0.18493E+04    0.37628E+02    0.64136E-01   -0.93714E+02
   695    0.18538E+04    0.37563E+02    0.64189E-01   -0.95185E+02
   696    0.18584E+04    0.37491E+02    0.64242E-01   -0.96652E+02
   697    0.18632E+04    0.37413E+02    0.64296E-01   -0.98086E+02
   698    0.18681E+04    0.37329E+02    0.64351E-01   -0.99503E+02
   699    0.18731E+04    0.37240E+02    0.64407E-01   -0.10089E+03
   700    0.18784E+04    0.37145E+02    0.64464E-01   -0.10227E+03
   701    0.18838E+04    0.37043E+02    0.64522E-01   -0.10362E+03
   702    0.18893E+04    0.36937E+02    0.64580E-01   -0.10494E+03
   703    0.18949E+04    0.36825E+02    0.64640E-01   -0.10626E+03
   704    0.19007E+04    0.36708E+02    0.64700E-01   -0.10753E+03
   705    0.19065E+04    0.36584E+02    0.64761E-01   -0.10879E+03
   706    0.19126E+04    0.36456E+02    0.64823E-01   -0.11002E+03
   707    0.19187E+04    0.36322E+02    0.64886E-01   -0.11123E+03
   708    0.19251E+04    0.36183E+02    0.64950E-01   -0.11240E+03
   709    0.19314E+04    0.36038E+02    0.65015E-01   -0.11356E+03
   710    0.19380E+04    0.35889E+02    0.65081E-01   -0.11468E+03
   711    0.19447E+04    0.35734E+02    0.65148E-01   -0.11578E+03
   712    0.19514E+04    0.35575E+02    0.65215E-01   -0.11685E+03
   713    0.19584E+04    0.35410E+02    0.65284E-01   -0.11789E+03
   714    0.19653E+04    0.35241E+02    0.65353E-01   -0.11890E+03
   715    0.19723E+04    0.35066E+02    0.65424E-01   -0.11989E+03
   716    0.19796E+04    0.34887E+02    0.65495E-01   -0.12085E+03
   717    0.19868E+04    0.34704E+02    0.65567E-01   -0.12177E+03
   718    0.19941E+04    0.34517E+02    0.65640E-01   -0.12267E+03
   719    0.20016E+04    0.34323E+02    0.65714E-01   -0.12352E+03
   720    0.20090E+04    0.34126E+02    0.65789E-01   -0.12436E+03
   721    0.20167E+04    0.33926E+02    0.65865E-01   -0.12515E+03
   722    0.20244E+04    0.33720E+02    0.65941E-01   -0.12591E+03
   723    0.20321E+04    0.33512E+02    0.66019E-01   -0.12665E+03
   724    0.20399E+04    0.33298E+02    0.66097E-01   -0.12736E+03
   725    0.20478E+04    0.33082E+02    0.66176E-01   -0.12802E+03
   726    0.20558E+04    0.32863E+02    0.66256E-01   -0.12865E+03
   727    0.20637E+04    0.32639E+02    0.66337E-01   -0.12926E+03
   728    0.20717E+04    0.32410E+02    0.66419E-01   -0.12983E+03
   729    0.20798E+04    0.32179E+02    0.66501E-01   -0.13036E+03
   730    0.20879E+04    0.31945E+02    0.66584E-01   -0.13086E+03
   731    0.20961E+04    0.31706E+02    0.66668E-01   -0.13132E+03
   732    0.21043E+04    0.31467E+02    0.66753E-01   -0.13175E+03
   733    0.21126E+04    0.31223E+02    0.66838E-01   -0.13215E+03
   734    0.21208E+04    0.30977E+02    0.66925E-01   -0.13249E+03
   735    0.21291E+04    0.30726E+02    0.67012E-01   -0.13283E+03
   736    0.21374E+04    0.30474E+02    0.67099E-01   -0.13311E+03
   737    0.21457E+04    0.30220E+02    0.67188E-01   -0.13336E+03
   738    0.21540E+04    0.29964E+02    0.67277E-01   -0.13357E+03
   739    0.21623E+04    0.29705E+02    0.67367E-01   -0.13375E+03
   740    0.21706E+04    0.29444E+02    0.67457E-01   -0.13389E+03
   741    0.21789E+04    0.29179E+02    0.67548E-01   -0.13400E+03
   742    0.21872E+04    0.28916E+02    0.67640E-01   -0.13406E+03
   743    0.21955E+04    0.28650E+02    0.67733E-01   -0.13410E+03
   744    0.22038E+04    0.28382E+02    0.67826E-01   -0.13409E+03
   745    0.22121E+04    0.28113E+02    0.67919E-01   -0.13406E+03
   746    0.22202E+04    0.27843E+02    0.68014E-01   -0.13397E+03
   747    0.22284E+04    0.27570E+02    0.68109E-01   -0.13385E+03
   748    0.22365E+04    0.27298E+02    0.68204E-01   -0.13371E+03
   749    0.22447E+04    0.27023E+02    0.68300E-01   -0.13353E+03
   750    0.22527E+04    0.26748E+02    0.68396E-01   -0.13331E+03
   751    0.22608E+04    0.26472E+02    0.68493E-01   -0.13305E+03
   752    0.22688E+04    0.26197E+02    0.68591E-01   -0.13275E+03
   753    0.22767E+04    0.25920E+02    0.68689E-01   -0.13241E+03
   754    0.22845E+04    0.25643E+02    0.68787E-01   -0.13204E+03
   755    0.22924E+04    0.25366E+02    0.68886E-01   -0.13164E+03
   756    0.23000E+04    0.25089E+02    0.68986E-01   -0.13120E+03
   757    0.23077E+04    0.24813E+02    0.69085E-01   -0.13072E+03
   758    0.23153E+04    0.24535E+02    0.69185E-01   -0.13020E+03
   759    0.23228E+04    0.24258E+02    0.69286E-01   -0.12965E+03
   760    0.23302E+04    0.23982E+02    0.69387E-01   -0.12907E+03
   761    0.23375E+04    0.23706E+02    0.69488E-01   -0.12845E+03
   762    0.23449E+04    0.23432E+02    0.69589E-01   -0.12780E+03
   763    0.23520E+04    0.23158E+02    0.69691E-01   -0.12712E+03
   764    0.23591E+04    0.22885E+02    0.69793E-01   -0.12640E+03
   765    0.23660E+04    0.22612E+02    0.69896E-01   -0.12564E+03
   766    0.23729E+04    0.22342E+02    0.69998E-01   -0.12486E+03
   767    0.23796E+04    0.22072E+02    0.70101E-01   -0.12404E+03
   768    0.23863E+04    0.21804E+02    0.70204E-01   -0.12317E+03
   769    0.23928E+04    0.21536E+02    0.70307E-01   -0.12229E+03
   770    0.23992E+04    0.21272E+02    0.70410E-01   -0.12137E+03
   771    0.24055E+04    0.21008E+02    0.70514E-01   -0.12042E+03
   772    0.24117E+04    0.20747E+02    0.70617E-01   -0.11943E+03
   773    0.24177E+04    0.20488E+02    0.70721E-01   -0.11842E+03
   774    0.24236E+04    0.20231E+02    0.70824E-01   -0.11738E+03
   775    0.24295E+04    0.19976E+02    0.70928E-01   -0.11630E+03
   776    0.24350E+04    0.19724E+02    0.71031E-01   -0.11520E+03
   777    0.24405E+04    0.19474E+02    0.71135E-01   -0.11406E+03
   778    0.24460E+04    0.19227E+02    0.71238E-01   -0.11289E+03
   779    0.24512E+04    0.18983E+02    0.71342E-01   -0.11171E+03
   780    0.24562E+04    0.18740E+02    0.71445E-01   -0.11048E+03
   781    0.24612E+04    0.18502E+02    0.71548E-01   -0.10924E+03
   782    0.24659E+04    0.18267E+02    0.71651E-01   -0.10798E+03
   783    0.24706E+04    0.18034E+02    0.71754E-01   -0.10668E+03
   784    0.24751E+04    0.17806E+02    0.71857E-01   -0.10535E+03
