  0.106227E-04  0.199185E+08  0.199185E+08  0.265435E+08  0.265434E+08  0.000000E+00  0.199185E+08
  0.107294E-04  0.199185E+08  0.199185E+08  0.265432E+08  0.265431E+08  0.000000E+00  0.199185E+08
  0.108372E-04  0.199185E+08  0.199185E+08  0.265429E+08  0.265428E+08  0.000000E+00  0.199185E+08
  0.109462E-04  0.199185E+08  0.199185E+08  0.265426E+08  0.265425E+08  0.000000E+00  0.199185E+08
  0.110562E-04  0.199185E+08  0.199185E+08  0.265423E+08  0.265422E+08  0.000000E+00  0.199185E+08
  0.111673E-04  0.199185E+08  0.199185E+08  0.265419E+08  0.265419E+08  0.000000E+00  0.199185E+08
  0.112795E-04  0.199185E+08  0.199185E+08  0.265416E+08  0.265416E+08  0.000000E+00  0.199185E+08
  0.113929E-04  0.199185E+08  0.199185E+08  0.265413E+08  0.265413E+08  0.000000E+00  0.199185E+08
  0.115074E-04  0.199184E+08  0.199184E+08  0.265409E+08  0.265409E+08  0.000000E+00  0.199184E+08
  0.116230E-04  0.199184E+08  0.199184E+08  0.265406E+08  0.265406E+08  0.000000E+00  0.199184E+08
  0.117398E-04  0.199184E+08  0.199184E+08  0.265402E+08  0.265402E+08  0.000000E+00  0.199184E+08
  0.118578E-04  0.199184E+08  0.199184E+08  0.265399E+08  0.265399E+08  0.000000E+00  0.199184E+08
  0.119770E-04  0.199184E+08  0.199184E+08  0.265395E+08  0.265395E+08  0.000000E+00  0.199184E+08
  0.120974E-04  0.199184E+08  0.199184E+08  0.265392E+08  0.265391E+08  0.000000E+00  0.199184E+08
  0.122190E-04  0.199184E+08  0.199184E+08  0.265388E+08  0.265387E+08  0.000000E+00  0.199184E+08
  0.123418E-04  0.199184E+08  0.199184E+08  0.265384E+08  0.265384E+08  0.000000E+00  0.199184E+08
  0.124658E-04  0.199184E+08  0.199184E+08  0.265380E+08  0.265380E+08  0.000000E+00  0.199184E+08
  0.125911E-04  0.199184E+08  0.199184E+08  0.265376E+08  0.265376E+08  0.000000E+00  0.199184E+08
  0.127176E-04  0.199184E+08  0.199184E+08  0.265372E+08  0.265371E+08  0.000000E+00  0.199184E+08
  0.128454E-04  0.199184E+08  0.199184E+08  0.265368E+08  0.265367E+08  0.000000E+00  0.199184E+08
  0.129745E-04  0.199184E+08  0.199184E+08  0.265363E+08  0.265363E+08  0.000000E+00  0.199184E+08
  0.131049E-04  0.199184E+08  0.199184E+08  0.265359E+08  0.265359E+08  0.000000E+00  0.199184E+08
  0.132366E-04  0.199184E+08  0.199184E+08  0.265354E+08  0.265354E+08  0.000000E+00  0.199184E+08
  0.133697E-04  0.199184E+08  0.199184E+08  0.265350E+08  0.265350E+08  0.000000E+00  0.199184E+08
  0.135040E-04  0.199184E+08  0.199184E+08  0.265345E+08  0.265345E+08  0.000000E+00  0.199184E+08
  0.136398E-04  0.199184E+08  0.199184E+08  0.265341E+08  0.265340E+08  0.000000E+00  0.199184E+08
  0.137768E-04  0.199184E+08  0.199184E+08  0.265336E+08  0.265335E+08  0.000000E+00  0.199184E+08
  0.139153E-04  0.199184E+08  0.199184E+08  0.265331E+08  0.265330E+08  0.000000E+00  0.199184E+08
  0.140551E-04  0.199184E+08  0.199184E+08  0.265326E+08  0.265325E+08  0.000000E+00  0.199184E+08
  0.141964E-04  0.199184E+08  0.199184E+08  0.265321E+08  0.265320E+08  0.000000E+00  0.199184E+08
