#          k/h    CDM            baryon         photon         nu             mass_nu        total          no_nu          total_de       Weyl           v_CDM          v_b            v_b-v_c     
   0.102819E-04   0.528774E+07   0.528774E+07   0.704941E+07   0.704938E+07   0.000000E+00   0.528774E+07   0.528774E+07   0.529695E+07  -0.597712E+00   0.521725E+07   0.521725E+07   0.103357E+02
   0.113644E-04   0.528774E+07   0.528774E+07   0.704921E+07   0.704917E+07   0.000000E+00   0.528774E+07   0.528774E+07   0.529695E+07  -0.597712E+00   0.521725E+07   0.521725E+07   0.114236E+02
   0.125608E-04   0.528774E+07   0.528773E+07   0.704896E+07   0.704891E+07   0.000000E+00   0.528774E+07   0.528774E+07   0.529695E+07  -0.597712E+00   0.521725E+07   0.521725E+07   0.126261E+02
   0.138832E-04   0.528773E+07   0.528773E+07   0.704866E+07   0.704860E+07   0.000000E+00   0.528773E+07   0.528773E+07   0.529695E+07  -0.597712E+00   0.521725E+07   0.521725E+07   0.139550E+02
   0.153447E-04   0.528773E+07   0.528773E+07   0.704829E+07   0.704822E+07   0.000000E+00   0.528773E+07   0.528773E+07   0.529694E+07  -0.597711E+00   0.521725E+07   0.521725E+07   0.154238E+02
   0.169602E-04   0.528773E+07   0.528773E+07   0.704784E+07   0.704775E+07   0.000000E+00   0.528773E+07   0.528773E+07   0.529694E+07  -0.597711E+00   0.521724E+07   0.521724E+07   0.170470E+02
   0.187457E-04   0.528773E+07   0.528772E+07   0.704729E+07   0.704718E+07   0.000000E+00   0.528773E+07   0.528773E+07   0.529694E+07  -0.597710E+00   0.521724E+07   0.521724E+07   0.188410E+02
   0.207192E-04   0.528772E+07   0.528772E+07   0.704662E+07   0.704648E+07   0.000000E+00   0.528772E+07   0.528772E+07   0.529693E+07  -0.597710E+00   0.521724E+07   0.521724E+07   0.208236E+02
   0.229004E-04   0.528772E+07   0.528772E+07   0.704579E+07   0.704563E+07   0.000000E+00   0.528772E+07   0.528772E+07   0.529693E+07  -0.597709E+00   0.521723E+07   0.521723E+07   0.230145E+02
   0.253113E-04   0.528771E+07   0.528771E+07   0.704479E+07   0.704459E+07   0.000000E+00   0.528771E+07   0.528771E+07   0.529692E+07  -0.597708E+00   0.521723E+07   0.521723E+07   0.254357E+02
   0.279760E-04   0.528770E+07   0.528770E+07   0.704356E+07   0.704332E+07   0.000000E+00   0.528770E+07   0.528770E+07   0.529691E+07  -0.597707E+00   0.521722E+07   0.521722E+07   0.281112E+02
