#          k/h    CDM            baryon         photon         nu             mass_nu        total          no_nu          total_de       Weyl           v_CDM          v_b            v_b-v_c     
   0.102819E-04   0.134716E+07   0.134716E+07   0.179615E+07   0.179615E+07   0.000000E+00   0.134716E+07   0.134716E+07   0.135634E+07  -0.601036E+00   0.134470E+07   0.134470E+07   0.772520E-01
   0.113644E-04   0.134716E+07   0.134716E+07   0.179614E+07   0.179614E+07   0.000000E+00   0.134716E+07   0.134716E+07   0.135634E+07  -0.601036E+00   0.134470E+07   0.134470E+07   0.853848E-01
   0.125608E-04   0.134716E+07   0.134716E+07   0.179613E+07   0.179612E+07   0.000000E+00   0.134716E+07   0.134716E+07   0.135634E+07  -0.601036E+00   0.134470E+07   0.134470E+07   0.943738E-01
   0.138832E-04   0.134716E+07   0.134716E+07   0.179611E+07   0.179610E+07   0.000000E+00   0.134716E+07   0.134716E+07   0.135634E+07  -0.601036E+00   0.134470E+07   0.134470E+07   0.104309E+00
   0.153447E-04   0.134716E+07   0.134716E+07   0.179608E+07   0.179608E+07   0.000000E+00   0.134716E+07   0.134716E+07   0.135634E+07  -0.601036E+00   0.134470E+07   0.134470E+07   0.115290E+00
   0.169602E-04   0.134716E+07   0.134716E+07   0.179605E+07   0.179605E+07   0.000000E+00   0.134716E+07   0.134716E+07   0.135634E+07  -0.601035E+00   0.134470E+07   0.134470E+07   0.127428E+00
   0.187457E-04   0.134716E+07   0.134716E+07   0.179602E+07   0.179602E+07   0.000000E+00   0.134716E+07   0.134716E+07   0.135634E+07  -0.601035E+00   0.134470E+07   0.134470E+07   0.140843E+00
   0.207192E-04   0.134716E+07   0.134716E+07   0.179598E+07   0.179597E+07   0.000000E+00   0.134716E+07   0.134716E+07   0.135634E+07  -0.601035E+00   0.134470E+07   0.134470E+07   0.155670E+00
   0.229004E-04   0.134715E+07   0.134715E+07   0.179592E+07   0.179592E+07   0.000000E+00   0.134715E+07   0.134715E+07   0.135634E+07  -0.601034E+00   0.134470E+07   0.134470E+07   0.172058E+00
   0.253113E-04   0.134715E+07   0.134715E+07   0.179586E+07   0.179585E+07   0.000000E+00   0.134715E+07   0.134715E+07   0.135634E+07  -0.601034E+00   0.134470E+07   0.134470E+07   0.190171E+00
   0.279760E-04   0.134715E+07   0.134715E+07   0.179578E+07   0.179577E+07   0.000000E+00   0.134715E+07   0.134715E+07   0.135634E+07  -0.601033E+00   0.134470E+07   0.134470E+07   0.210191E+00
   0.309213E-04   0.134715E+07   0.134715E+07   0.179569E+07   0.179568E+07   0.000000E+00   0.134715E+07   0.134715E+07   0.135633E+07  -0.601032E+00   0.134470E+07   0.134470E+07   0.232319E+00
   0.341766E-04   0.134715E+07   0.134715E+07   0.179557E+07   0.179556E+07   0.000000E+00   0.134715E+07   0.134715E+07   0.135633E+07  -0.601031E+00   0.134470E+07   0.134470E+07   0.256776E+00
