#          k/h    CDM            baryon         photon         nu             mass_nu        total          no_nu          total_de       Weyl           v_CDM          v_b            v_b-v_c     
   0.102819E-04   0.257094E+07   0.257094E+07   0.342770E+07   0.342770E+07   0.000000E+00   0.257094E+07   0.257094E+07   0.258016E+07  -0.600305E+00   0.256473E+07   0.256473E+07   0.444253E+01
   0.113644E-04   0.257094E+07   0.257094E+07   0.342765E+07   0.342765E+07   0.000000E+00   0.257094E+07   0.257094E+07   0.258016E+07  -0.600304E+00   0.256472E+07   0.256472E+07   0.491019E+01
   0.125608E-04   0.257093E+07   0.257093E+07   0.342759E+07   0.342759E+07   0.000000E+00   0.257093E+07   0.257093E+07   0.258016E+07  -0.600304E+00   0.256472E+07   0.256472E+07   0.542706E+01
   0.138832E-04   0.257093E+07   0.257093E+07   0.342752E+07   0.342752E+07   0.000000E+00   0.257093E+07   0.257093E+07   0.258016E+07  -0.600304E+00   0.256472E+07   0.256472E+07   0.599833E+01
   0.153447E-04   0.257093E+07   0.257093E+07   0.342743E+07   0.342743E+07   0.000000E+00   0.257093E+07   0.257093E+07   0.258016E+07  -0.600304E+00   0.256472E+07   0.256472E+07   0.662971E+01
   0.169602E-04   0.257093E+07   0.257093E+07   0.342733E+07   0.342732E+07   0.000000E+00   0.257093E+07   0.257093E+07   0.258016E+07  -0.600304E+00   0.256472E+07   0.256472E+07   0.732752E+01
   0.187457E-04   0.257093E+07   0.257093E+07   0.342720E+07   0.342719E+07   0.000000E+00   0.257093E+07   0.257093E+07   0.258015E+07  -0.600303E+00   0.256472E+07   0.256472E+07   0.809875E+01
   0.207192E-04   0.257093E+07   0.257093E+07   0.342704E+07   0.342702E+07   0.000000E+00   0.257093E+07   0.257093E+07   0.258015E+07  -0.600303E+00   0.256472E+07   0.256472E+07   0.895110E+01
   0.229004E-04   0.257093E+07   0.257093E+07   0.342684E+07   0.342683E+07   0.000000E+00   0.257093E+07   0.257093E+07   0.258015E+07  -0.600302E+00   0.256472E+07   0.256472E+07   0.989309E+01
   0.253113E-04   0.257093E+07   0.257093E+07   0.342660E+07   0.342658E+07   0.000000E+00   0.257093E+07   0.257093E+07   0.258015E+07  -0.600301E+00   0.256472E+07   0.256472E+07   0.109341E+02
