#           k/h    P           
    0.10000E-03    0.23880E+02
    0.10202E-03    0.24345E+02
    0.10408E-03    0.24820E+02
    0.10618E-03    0.25304E+02
    0.10833E-03    0.25797E+02
    0.11052E-03    0.26300E+02
    0.11275E-03    0.26813E+02
    0.11503E-03    0.27336E+02
    0.11735E-03    0.27869E+02
    0.11972E-03    0.28413E+02
    0.12214E-03    0.28967E+02
    0.12461E-03    0.29531E+02
    0.12712E-03    0.30107E+02
    0.12969E-03    0.30694E+02
    0.13231E-03    0.31293E+02
    0.13499E-03    0.31903E+02
    0.13771E-03    0.32525E+02
    0.14049E-03    0.33159E+02
    0.14333E-03    0.33805E+02
    0.14623E-03    0.34464E+02
    0.14918E-03    0.35136E+02
    0.15220E-03    0.35821E+02
    0.15527E-03    0.36519E+02
    0.15841E-03    0.37231E+02
    0.16161E-03    0.37957E+02
    0.16487E-03    0.38696E+02
    0.16820E-03    0.39451E+02
    0.17160E-03    0.40219E+02
    0.17507E-03    0.41003E+02
    0.17860E-03    0.41802E+02
    0.18221E-03    0.42617E+02
    0.18589E-03    0.43447E+02
    0.18965E-03    0.44294E+02
    0.19348E-03    0.45157E+02
    0.19739E-03    0.46037E+02
    0.20138E-03    0.46934E+02
    0.20544E-03    0.47848E+02
    0.20959E-03    0.48780E+02
    0.21383E-03    0.49730E+02
    0.21815E-03    0.50699E+02
    0.22255E-03    0.51686E+02
    0.22705E-03    0.52693E+02
    0.23164E-03    0.53719E+02
    0.23632E-03    0.54765E+02
    0.24109E-03    0.55831E+02
    0.24596E-03    0.56918E+02
    0.25093E-03    0.58026E+02
    0.25600E-03    0.59156E+02
    0.26117E-03    0.60307E+02
    0.26645E-03    0.61481E+02
    0.27183E-03    0.62678E+02
    0.27732E-03    0.63897E+02
    0.28292E-03    0.65141E+02
    0.28864E-03    0.66408E+02
    0.29447E-03    0.67700E+02
    0.30042E-03    0.69017E+02
    0.30649E-03    0.70359E+02
    0.31268E-03    0.71727E+02
    0.31899E-03    0.73122E+02
    0.32544E-03    0.74543E+02
    0.33201E-03    0.75992E+02
    0.33872E-03    0.77469E+02
    0.34556E-03    0.78975E+02
    0.35254E-03    0.80509E+02
    0.35966E-03    0.82073E+02
    0.36693E-03    0.83667E+02
    0.37434E-03    0.85292E+02
    0.38190E-03    0.86948E+02
    0.38962E-03    0.88636E+02
    0.39749E-03    0.90356E+02
    0.40552E-03    0.92110E+02
    0.41371E-03    0.93897E+02
    0.42207E-03    0.95718E+02
    0.43060E-03    0.97574E+02
    0.43929E-03    0.99466E+02
    0.44817E-03    0.10139E+03
    0.45722E-03    0.10336E+03
    0.46646E-03    0.10536E+03
    0.47588E-03    0.10740E+03
    0.48550E-03    0.10948E+03
    0.49530E-03    0.11160E+03
    0.50531E-03    0.11376E+03
    0.51552E-03    0.11596E+03
    0.52593E-03    0.11820E+03
    0.53656E-03    0.12049E+03
    0.54739E-03    0.12282E+03
    0.55845E-03    0.12519E+03
    0.56973E-03    0.12761E+03
    0.58124E-03    0.13007E+03
    0.59299E-03    0.13258E+03
    0.60496E-03    0.13514E+03
    0.61719E-03    0.13774E+03
    0.62965E-03    0.14039E+03
    0.64237E-03    0.14310E+03
    0.65535E-03    0.14585E+03
    0.66859E-03    0.14866E+03
    0.68210E-03    0.15152E+03
    0.69588E-03    0.15443E+03
    0.70993E-03    0.15740E+03
    0.72427E-03    0.16042E+03
    0.73891E-03    0.16349E+03
    0.75383E-03    0.16663E+03
    0.76906E-03    0.16982E+03
    0.78460E-03    0.17307E+03
    0.80045E-03    0.17639E+03
    0.81662E-03    0.17976E+03
    0.83311E-03    0.18319E+03
    0.84994E-03    0.18669E+03
    0.86711E-03    0.19025E+03
    0.88463E-03    0.19388E+03
    0.90250E-03    0.19757E+03
    0.92073E-03    0.20133E+03
    0.93933E-03    0.20515E+03
    0.95831E-03    0.20905E+03
    0.97767E-03    0.21302E+03
    0.99742E-03    0.21705E+03
    0.10176E-02    0.22116E+03
    0.10381E-02    0.22534E+03
    0.10591E-02    0.22960E+03
    0.10805E-02    0.23393E+03
    0.11023E-02    0.23834E+03
    0.11246E-02    0.24283E+03
    0.11473E-02    0.24740E+03
    0.11705E-02    0.25204E+03
    0.11941E-02    0.25677E+03
    0.12182E-02    0.26158E+03
    0.12429E-02    0.26647E+03
    0.12680E-02    0.27144E+03
    0.12936E-02    0.27650E+03
    0.13197E-02    0.28165E+03
    0.13464E-02    0.28689E+03
    0.13736E-02    0.29221E+03
    0.14013E-02    0.29762E+03
    0.14296E-02    0.30313E+03
    0.14585E-02    0.30872E+03
    0.14880E-02    0.31441E+03
    0.15180E-02    0.32020E+03
    0.15487E-02    0.32608E+03
    0.15800E-02    0.33205E+03
    0.16119E-02    0.33812E+03
    0.16445E-02    0.34429E+03
    0.16777E-02    0.35056E+03
    0.17116E-02    0.35693E+03
    0.17462E-02    0.36340E+03
    0.17814E-02    0.36998E+03
    0.18174E-02    0.37666E+03
    0.18541E-02    0.38344E+03
    0.18916E-02    0.39032E+03
    0.19298E-02    0.39732E+03
    0.19688E-02    0.40441E+03
    0.20086E-02    0.41162E+03
    0.20491E-02    0.41894E+03
    0.20905E-02    0.42636E+03
    0.21328E-02    0.43389E+03
    0.21758E-02    0.44154E+03
    0.22198E-02    0.44929E+03
    0.22646E-02    0.45716E+03
    0.23104E-02    0.46514E+03
    0.23571E-02    0.47323E+03
    0.24047E-02    0.48144E+03
    0.24533E-02    0.48976E+03
    0.25028E-02    0.49819E+03
    0.25534E-02    0.50673E+03
    0.26050E-02    0.51539E+03
    0.26576E-02    0.52417E+03
    0.27113E-02    0.53305E+03
    0.27660E-02    0.54205E+03
    0.28219E-02    0.55117E+03
    0.28789E-02    0.56040E+03
    0.29371E-02    0.56974E+03
    0.29964E-02    0.57919E+03
    0.30569E-02    0.58875E+03
    0.31187E-02    0.59843E+03
    0.31817E-02    0.60822E+03
    0.32460E-02    0.61811E+03
    0.33115E-02    0.62811E+03
    0.33784E-02    0.63823E+03
    0.34467E-02    0.64844E+03
    0.35163E-02    0.65876E+03
    0.35874E-02    0.66919E+03
    0.36598E-02    0.67971E+03
    0.37338E-02    0.69034E+03
    0.38092E-02    0.70106E+03
    0.38861E-02    0.71188E+03
    0.39646E-02    0.72279E+03
    0.40447E-02    0.73379E+03
    0.41264E-02    0.74488E+03
    0.42098E-02    0.75606E+03
    0.42948E-02    0.76732E+03
    0.43816E-02    0.77865E+03
    0.44701E-02    0.79006E+03
    0.45604E-02    0.80155E+03
    0.46525E-02    0.81310E+03
    0.47465E-02    0.82471E+03
    0.48424E-02    0.83639E+03
    0.49402E-02    0.84812E+03
    0.50400E-02    0.85990E+03
    0.51419E-02    0.87173E+03
    0.52457E-02    0.88360E+03
    0.53517E-02    0.89551E+03
    0.54598E-02    0.90744E+03
    0.55701E-02    0.91940E+03
    0.56826E-02    0.93138E+03
    0.57974E-02    0.94337E+03
    0.59145E-02    0.95537E+03
    0.60340E-02    0.96737E+03
    0.61559E-02    0.97936E+03
    0.62803E-02    0.99134E+03
    0.64072E-02    0.10033E+04
    0.65366E-02    0.10152E+04
    0.66686E-02    0.10271E+04
    0.68033E-02    0.10389E+04
    0.69408E-02    0.10507E+04
    0.70810E-02    0.10625E+04
    0.72240E-02    0.10741E+04
    0.73700E-02    0.10857E+04
    0.75189E-02    0.10972E+04
    0.76708E-02    0.11086E+04
    0.78257E-02    0.11198E+04
    0.79838E-02    0.11310E+04
    0.81451E-02    0.11420E+04
    0.83096E-02    0.11529E+04
    0.84775E-02    0.11637E+04
    0.86488E-02    0.11743E+04
    0.88235E-02    0.11847E+04
    0.90017E-02    0.11949E+04
    0.91836E-02    0.12049E+04
    0.93691E-02    0.12148E+04
    0.95583E-02    0.12244E+04
    0.97514E-02    0.12337E+04
    0.99484E-02    0.12429E+04
    0.10149E-01    0.12517E+04
    0.10354E-01    0.12604E+04
    0.10564E-01    0.12687E+04
    0.10777E-01    0.12767E+04
    0.10995E-01    0.12845E+04
    0.11217E-01    0.12919E+04
    0.11443E-01    0.12990E+04
    0.11675E-01    0.13057E+04
    0.11910E-01    0.13121E+04
    0.12151E-01    0.13181E+04
    0.12397E-01    0.13237E+04
    0.12647E-01    0.13289E+04
    0.12902E-01    0.13337E+04
    0.13163E-01    0.13381E+04
    0.13429E-01    0.13420E+04
    0.13700E-01    0.13455E+04
    0.13977E-01    0.13485E+04
    0.14259E-01    0.13511E+04
    0.14547E-01    0.13531E+04
    0.14841E-01    0.13547E+04
    0.15141E-01    0.13557E+04
    0.15447E-01    0.13562E+04
    0.15759E-01    0.13562E+04
    0.16077E-01    0.13556E+04
    0.16402E-01    0.13545E+04
    0.16734E-01    0.13528E+04
    0.17072E-01    0.13505E+04
    0.17416E-01    0.13476E+04
    0.17768E-01    0.13441E+04
    0.18127E-01    0.13400E+04
    0.18493E-01    0.13353E+04
    0.18867E-01    0.13300E+04
    0.19248E-01    0.13240E+04
    0.19637E-01    0.13175E+04
    0.20034E-01    0.13104E+04
    0.20438E-01    0.13027E+04
    0.20851E-01    0.12944E+04
    0.21272E-01    0.12854E+04
    0.21702E-01    0.12757E+04
    0.22141E-01    0.12654E+04
    0.22588E-01    0.12544E+04
    0.23044E-01    0.12428E+04
    0.23510E-01    0.12306E+04
    0.23985E-01    0.12178E+04
    0.24469E-01    0.12045E+04
    0.24964E-01    0.11906E+04
    0.25468E-01    0.11762E+04
    0.25982E-01    0.11613E+04
    0.26507E-01    0.11459E+04
    0.27043E-01    0.11300E+04
    0.27589E-01    0.11136E+04
    0.28146E-01    0.10969E+04
    0.28715E-01    0.10798E+04
    0.29295E-01    0.10624E+04
    0.29887E-01    0.10448E+04
    0.30490E-01    0.10269E+04
    0.31106E-01    0.10088E+04
    0.31735E-01    0.99054E+03
    0.32376E-01    0.97218E+03
    0.33030E-01    0.95374E+03
    0.33697E-01    0.93528E+03
    0.34378E-01    0.91683E+03
    0.35072E-01    0.89844E+03
    0.35781E-01    0.88014E+03
    0.36504E-01    0.86199E+03
    0.37241E-01    0.84405E+03
    0.37993E-01    0.82636E+03
    0.38761E-01    0.80898E+03
    0.39544E-01    0.79195E+03
    0.40343E-01    0.77530E+03
    0.41158E-01    0.75906E+03
    0.41989E-01    0.74325E+03
    0.42838E-01    0.72786E+03
    0.43703E-01    0.71294E+03
    0.44586E-01    0.69849E+03
    0.45486E-01    0.68459E+03
    0.46405E-01    0.67126E+03
    0.47343E-01    0.65856E+03
    0.48299E-01    0.64651E+03
    0.49275E-01    0.63508E+03
    0.50270E-01    0.62422E+03
    0.51286E-01    0.61388E+03
    0.52322E-01    0.60401E+03
    0.53379E-01    0.59455E+03
    0.54457E-01    0.58547E+03
    0.55557E-01    0.57670E+03
    0.56680E-01    0.56822E+03
    0.57825E-01    0.55996E+03
    0.58993E-01    0.55189E+03
    0.60184E-01    0.54395E+03
    0.61400E-01    0.53610E+03
    0.62641E-01    0.52826E+03
    0.63906E-01    0.52034E+03
