#           k/h    P           
    0.10000E-03    0.13123E+01
    0.10202E-03    0.13379E+01
    0.10408E-03    0.13640E+01
    0.10618E-03    0.13906E+01
    0.10833E-03    0.14178E+01
    0.11052E-03    0.14454E+01
    0.11275E-03    0.14736E+01
    0.11503E-03    0.15023E+01
    0.11735E-03    0.15316E+01
    0.11972E-03    0.15615E+01
    0.12214E-03    0.15920E+01
    0.12461E-03    0.16230E+01
    0.12712E-03    0.16547E+01
    0.12969E-03    0.16869E+01
    0.13231E-03    0.17198E+01
    0.13499E-03    0.17534E+01
    0.13771E-03    0.17875E+01
    0.14049E-03    0.18224E+01
    0.14333E-03    0.18579E+01
    0.14623E-03    0.18942E+01
    0.14918E-03    0.19311E+01
    0.15220E-03    0.19688E+01
    0.15527E-03    0.20071E+01
    0.15841E-03    0.20463E+01
    0.16161E-03    0.20862E+01
    0.16487E-03    0.21268E+01
    0.16820E-03    0.21683E+01
    0.17160E-03    0.22106E+01
    0.17507E-03    0.22537E+01
    0.17860E-03    0.22976E+01
    0.18221E-03    0.23424E+01
    0.18589E-03    0.23881E+01
    0.18965E-03    0.24346E+01
    0.19348E-03    0.24821E+01
    0.19739E-03    0.25305E+01
    0.20138E-03    0.25798E+01
    0.20544E-03    0.26301E+01
    0.20959E-03    0.26813E+01
    0.21383E-03    0.27336E+01
    0.21815E-03    0.27869E+01
    0.22255E-03    0.28412E+01
    0.22705E-03    0.28965E+01
    0.23164E-03    0.29530E+01
    0.23632E-03    0.30105E+01
    0.24109E-03    0.30692E+01
    0.24596E-03    0.31290E+01
    0.25093E-03    0.31899E+01
    0.25600E-03    0.32521E+01
    0.26117E-03    0.33154E+01
    0.26645E-03    0.33800E+01
    0.27183E-03    0.34459E+01
    0.27732E-03    0.35130E+01
    0.28292E-03    0.35814E+01
    0.28864E-03    0.36511E+01
    0.29447E-03    0.37222E+01
    0.30042E-03    0.37947E+01
    0.30649E-03    0.38686E+01
    0.31268E-03    0.39439E+01
    0.31899E-03    0.40207E+01
    0.32544E-03    0.40990E+01
    0.33201E-03    0.41787E+01
    0.33872E-03    0.42601E+01
    0.34556E-03    0.43430E+01
    0.35254E-03    0.44275E+01
    0.35966E-03    0.45136E+01
    0.36693E-03    0.46014E+01
    0.37434E-03    0.46909E+01
    0.38190E-03    0.47822E+01
    0.38962E-03    0.48752E+01
    0.39749E-03    0.49700E+01
    0.40552E-03    0.50666E+01
    0.41371E-03    0.51651E+01
    0.42207E-03    0.52655E+01
    0.43060E-03    0.53678E+01
    0.43929E-03    0.54721E+01
    0.44817E-03    0.55784E+01
    0.45722E-03    0.56868E+01
    0.46646E-03    0.57973E+01
    0.47588E-03    0.59098E+01
    0.48550E-03    0.60246E+01
    0.49530E-03    0.61415E+01
    0.50531E-03    0.62607E+01
    0.51552E-03    0.63822E+01
    0.52593E-03    0.65060E+01
    0.53656E-03    0.66321E+01
    0.54739E-03    0.67607E+01
    0.55845E-03    0.68918E+01
    0.56973E-03    0.70253E+01
    0.58124E-03    0.71615E+01
    0.59299E-03    0.73002E+01
    0.60496E-03    0.74415E+01
    0.61719E-03    0.75856E+01
    0.62965E-03    0.77324E+01
    0.64237E-03    0.78820E+01
    0.65535E-03    0.80344E+01
    0.66859E-03    0.81897E+01
    0.68210E-03    0.83480E+01
    0.69588E-03    0.85092E+01
    0.70993E-03    0.86735E+01
    0.72427E-03    0.88410E+01
    0.73891E-03    0.90115E+01
    0.75383E-03    0.91853E+01
    0.76906E-03    0.93624E+01
